,text,ext,neu,agr,con,opn
2047,roommate talking hungry people stop talking tired time nap loud playing game timer cool weird old green though much need laundry finish application math suck want play football party fun many little time saved bell rock love wish need water room dirty bathroom need cleaning forgot turn walk body hurt dumb keyboard far away need pop cool need hook system lazy room dark need need extra battery work dumb computer paid much shut dude cant see jester food sound good ice cream one word two well bet people wondering talking dude hope make iron finish application pop shoulder need popping shaking leg taking long minute entire minute going long limit many word weird sleep good girl next hot today forgot name though well ill ask dude need shave funny though wonder need call thing minute left long wrong song internet reason cd damn expensive tired spell sore hurt need stuff wonder stress well pennebaker reminds room sense humor cool funny dude miss friend people weird talk someone know weirdo people getting screen name high school sucked crappy ugly school many remember waiting awesome cant need play money though let play kicked as going die want ticket bad sell back minute wonder holding need put together even song girl dorm sound hot like apple hahaha funny guy name show family guy funny take good show freak awesome guy sounded retarded friend funny tell wait understand cute love thanks hot damn one dude take hahaha austin power take scared funny miss dude close finishing wish band hahaha play saved bell rock one awesome show rock would kick as football kicked as take high play crap minute yay mean mean need two ticket game hmmmm maybe find two hmmmm funny lauren damn fine funny song funny daddy new york awesome cold awesome coming damn sore really cant spell hurt bad one minute close close finishing shaking leg want eat good need water hmmm done yes,1,0,0,0,1
2048,woke still sleepy nap great especially sick cant believe ive sick week long cant believe missed much class hope college like high school thank god much free time need spend studying nervous first test hope handle mean made good grade high school nothing compared level well grade cant everything end like roommate god ive never met anyone like ever anyone possibly boring wow speaking devil walked always happens everytime talk mention someone either walk call rather creepy anyway remembered dorm room gross well actually kind cute room need take cup would hate kill poor thing probably scared death either really bored mean small day roommate sits small day never get bored mean seriously driving insane mean give break walk sitting light music staring wall creepy mind mean try get come place never interested well whatever float boat seems nothing mean tell like song like food nothing like nothing like song actually like somewhat enough make want sleep good transition taking nap waking perfect right lyric let away strange land really need take trip visit jeff heather tim understand favorite people whole world decide across nation school jealous heather get weekend going awesome see thanksgiving really want see jeff need watch one baseball game good proud sad though wish know could definitely say chance even great would dream come true hope make hope still get see really miss miss tim,1,1,0,1,1
2049,sweaty stomach head feel pain sick supposed get sick premed supposed taking good care health need get better get better need concentrate study sleep late cannot fall asleep due late night may feeling well conscience well break right reason course maybe understand enough maybe love enough understand love yes certain needed understand needed understood three year three year short life gone waste feel maybe back must know want cannot need set need doctor cannot failure need find sister ill sister laying death bed nephew barely old need mother need work faster need help cannot let time need find cancer stubborn god understand know sister life could given chance give life love much two sister one best friend who going come surgery school life suck yes god take sister away time trying physically father broke leg poor know parent hard mother father harder people take come even breaking sweat hurt family plan leaving without family without love need get better need get rid sick need keep study need find need tend need family need fast need something ever others help people help god listen cannot cannot slow need achieve nobody family ever believe time take charge make know something something must ill make deal god family life soon help help please need help favor much nothing give life,0,1,1,1,1
2050,dude california awesome fun friend road trip blast rap music beat god religion jesus austin chris houston astros game baseball rock rule john suck well chance year heck better chance phone ringing distraction old friend corpus dallas dallas liberal art journalism college communication austin major degree football arkansas burnt orange good stuff country higher messed tomorrow cant believe happened two year ago surprised know could happen awesome would caught anniversary bush going whether well think somewhere psychology interesting stuff tough class though hope learn lot anyway minute almost think well bye everyone,1,0,1,0,0
2051,writing twenty minute seems like incredibly long time always heard keeping journal good mental health maybe experience kind keeping journal listening music right actually kind distracting history rock music class actually kind boring heard going get better write notice incredibly bad typing people probably going end minute going like couple paragraph really sad thinking psychological though like going read think compare people compare people time competitive arm hurt already badly computer hate staring screen teacher make read computer always print kind annoying also notice incredibly bad sentence structure thinking making good kind surprised made rhetoric loved rhetoric really interesting class semester seem interesting interesting weird hopefully get better found today could psychology class love relationship taking psychology really interested kinda psychology sad psychology least good sound like psych sound like care people think though extent fun song swing swing song like lot reminds summer wish wouldve seen american three even see first second one room quiet alone big roommate strange different really unique like lot never though boyfriend go like boyfriend always go game never even game told come arkansas game like yeah played last week said though crazy boyfriend life college station never find nothing come austin realize picture people room even like picture girl jenny really good friend boyfriend person hate really though know hate boyfriend told hate hate usually nice hate kind think right like wow twenty minute long long time still minute left feel like need something else maybe mean add cannot read like minute time really hard like college cause everything reading behind class study take break lot cause catch everything like try keep cant bad need study stress anything study need organization help take mind school short time period stress study summer everyone else went frat party every night stayed studied organization frat party even like frat party time drunk people fun like million guy couple girl drunk guy hitting little overwhelming plus boyfriend generally like stayed studied focused grade would stress getting anything worse completely done rough draft paper stressed much threw really bad friend really worried passed everything paper yeah pretty scary guess good time management know something really messed think boyfriend think could use see probably time activity besides school would give anytime think activity like hope make worried take much time stress even shall see,1,1,0,0,0
2052,sound roommate watching television right watching street pretty funny show watch little every character quite ridiculous kind hungry perhaps cook bite done writing assignment last night went shopping get dorm room roommate ended spending ton money everything got going useful next month living dorm today relaxing day class thursday program television changed friend singing song york remember song youth mom used sing young forgotten song reminded song go damn finished pepper refrigerator guess ill put done ridiculous seems like trying teach kid rather try impress certain thing well roommate turned guess listening good band went show ago best concert ive ever seen playing think playing sometime austin soon want see show alright nearly awesome feel kind hot need get another fan room bought printer day ago campus computer store come cable hook computer point printer cant anything back store buy another cable campus computer store really piss horrible service thinking person blind could sight think would cool make movie concept bad mean making movie think could make really interesting movie given opportunity sure people think exact thing everyone think idea greatest ever led wonder sense sight hard comprehend sight would someone never seen wow really good band listened new long time listening remember much like wish confidence real reason lack confidence want confident seems everytime put situation would need confidence seems like body natural reaction get nervous brain see logical reason nervous yet body make frustrating well big deal think confidence greatly time,0,1,0,0,1
2053,typing like minute stuff typed erased really pissed writing boyfriend miss called said going call back excited weekend cause friend school weekend going spend time together excited really like deal get used get happy get home weekend could say living weekend bad guess know get used talking friend right good friend sometimes get nerve cause fake sometimes wish would time wish friend would come ready home miss family especially mother would comfort right need read bible bored right tired stayed late last night finish calculus chemistry wish professor would get together much homework bored friend phone talking lying hate lie time wish wish friend kim would come college already made mind like end semester going transfer try stick though calculus homework due thursday going get cousin come help cause problem know calculus teacher move fast even know day horrible cant wait till get major class smaller able understand stuff better dang know twenty minute last long like nine minute bored soon finish going sleep talk boyfriend coming cant wait seen wonder right daddy get nerve always something smart say cant never let stuff wish call sometime going talk stupid stuff really glad church member care received many phone call really know people praying keep want get wishing six year would fast good fail class want talk boyfriend going call finish twenty minute long know could long guess wanting time pas want time pas would going fast really miss mother read bible gain think may call mother bed need quit acting like baby start grown accept responsibility call boyfriend love hope get married right finish school last long wish best life think would good together good together except get mad still good together cant wait till see weekend family ready see everyone love home wish high school always want leave home,1,1,0,1,1
2054,wow minute typing cool man song wonder home work ohh well cool bad already done liked high school psychology class fun wonder going class man two minute know roommate show whatever float boat wow running thing think man rat thing talked today great really wonder could work woman would man would make million ugly people like would hot lady wow would awesome ohh well dream dream cant yeah need get better organized maybe ill call house see help making fell hand get drunk throw hand man kelly man bad think spell twelve minute baby right next going blank hope find program rid stupid pop window annoying want find people create ring neck many hot lady class right easy damn turn hear roommate playing really cool put lot crap good man kelly genius neck pop much think messed used high school seven minute wow gone pretty fast wonder anyone going read take forever read essay ohh well get paid ride ride song hook man need get beat repeat word would make million dollar would could call white would hilarious something like way ball change song one messed three minute well fun midnight little tired whatever blah blah cant think anything crap think think think brother great need someone ultimate practice tomorrow going dead second man enough second done,1,0,0,0,0
2055,today absolutely great day except weather austin extremely crazy weather one minute bright sunny outside next raining cat dog continued rest day dorm room beginning think mom friend make little sad think cannot normally get homesick last couple day missing everyone extremely sure fun feel sure must miss got done talking mom said sunny corpus right miss sun come along cool breeze roommate walked really want outside let hot air cold room room across hall girl room change keep telling hot room cannot stand cold room always walk around blanket corpus never cold even winter time get degree winter crazy bet friend much fun miss call every couple day corpus close call much mean busy great time wonder lot friend another one best friend started hope like know class hard like though beginning make friend think time go get easier easier least everyone tell went draw football wrist band today number terrible absolutely way going get ticket wish could though would much fun big football fan big would exciting gosh cold feel like finger going fall hope rest year going like roommate studying quiet rest night thats outside talk phone downstairs watch believe finish assignment really much homework actually kidding big economics quiz need study done well another fun filled night homework school much difficult high school miss high school much fun time good bye,0,1,1,0,0
2056,well really know thinking right know actually think really slow typer really need read class tired right desk really bright hurt eye unless really excited tonight going pledge retreat hope fun really know people pledge class want get know like room active put red yellow starting look bad think need take think save make later thing really hungry right want eat tired eating mexican time really weird love well really think weird assignment keep getting weird subject think need get nail done really bad know find time probably check laundry wonder tonight house looking forward putting need find dance class take something active sitting butt time really thirsty cant wait buy top picture took weekend miss sister think might home weekend birthday today wish could see well maybe finish roll film get developed wednesday think hope kyle get soon well back starting hurt sitting chair hope well sit still really like thing written mirror red yellow stomach hungry seem bigger college probably good thing really hope gain freshman need call mom send email book cost call dad house look cute bet people get dressed really care kelly going get back get food really like poster finally received day took forever get add character dorm room wonder going live next year hope ashley feel left find going live kelly next year know else mean could always room guess think would much fun never want stay home study fine seems like would better somewhere else really care guess left,1,0,1,1,1
2057,cant believe supposed suitemate friend know like thought could trust secret thought run tell everything ive said past week kind friend think helping situation question ive asking past day know trust someone cant people mind business year far growing girl always easy always knew keep secret someone cant trust secret expect trust old saying friend used repeat junior high secret secret fun secret everyone secret secret fun unless let one true wish could take back everything said knowing run mouth last person need know secret feel tension building slowly asks question hold back answer still towards sometimes even forget supposed mad make thing worse know mad mad correct word describe feeling disappointed make sense met friend year ago concert houston thought would last time would ever see minute conversation friend attending school living dorm thought suitemates try living together first hit surprisingly well everything together like best friend since elementary school even rushing sorority anyone tell difficult situation well please write read deal lying thought could trust bother know know behind back everytime would make comment guy hang come back room would sit talk see coming known would trust run along tell guy everything make sense higher expectation friend expect friend respect secret wish personal life involve guess partly fault watching say around like talking thing want get back guess partly fault also fast roommate whole thing told watch say around say anything want anyone else know hurt feeling would gain trust knock quick start maybe open people barely know maybe feel guilty right,1,0,0,1,0
2058,soup desk andy watching desk bit paper assignment need done pepper unsure write began painting today finish dorm feel though creative environment suppose dorm change either change perspective paint eye heavy cold hair wet clean hand usual usually cold ice near shall remember tell mother would proud blood actually ten midnight mind active lack motivation excited new life college freshman also extremely nervous must well possible year return back home college dad succeed gpa also future career would like pursue upon year get architecture program year like transfer sophomore run thing discus miss bedroom back home every possible wall floor space covered many throughout year brought book art book course one time fully aware young adult nearly adult enough considered intelligent favorite dear heart room smell body wash use love pizza smell roommate also homework clean room bit bed full pillow two black heart red one pillow mom made hungry merely feel neither full hunger le seven minute wonder poor soul must read worthless way benefit reading cant imagine anything could come except perhaps extreme maybe girl stand boyfriend holding ugly old sign home every time drive think got far worst job world stand outside hot stupid hat holding sign water wonder must tell everyone job yes lady one simple stick could stuck ground sign onto would serve purpose probably better job yet poor soul spend day holding kill glad glad whole bunch people end,0,1,0,0,1
2059,today wake class tired right going take nap lot thing today last night roommate birthday meeting dinner instead got home gotten couple present opened started cry telling first time anyone ever birthday find strange find different type childhood life new friend experienced everyone come different background thing might think common may actually new thing people enjoying living dorm right meeting sort people love study figure people way make act way act anyway rhetoric class morning bad bed usually get class everything need biology class teacher gave quiz told chapter people read yet quiz worth point got three point average class professor american word make hard understand take note luckily lab afternoon able explain lecture help note today going top get picture took weekend excited many picture wall right suitemate said would make board creative know really cute tonight meeting sorority chose really like girl hanging lot everyone get along pretty well always group people tend together tried make friend many right everyone worrying live next year kind frustrating soon know friend hang year guess pick hope best roommate decided live together asked live girl sorority decided get apartment together girl met going live really hope get along sure everything work,1,0,1,1,1
2060,gosh tired right crazy overwhelmed school mean much reading could possibly get semester hate vision problem feel like everything world working mean blind people get book tape well reality check cant read book either guess could make big stink law get much hassle already feel really uncomfortable mean hope transfer school give something idea hate roommate much think need therapy much hate actually get stomach know apartment major problem apartment close bedroom door order say even try talk really really sad thing think clue much hate much towards someone since grade two people whole entire life ever hated spanish teacher weird people wrong way get along everyone mean everyone actually quite odd wonder always act like cool care stuff actually really bother mean god sake show freaking emotion ridiculous mentioned tired eye closing really need get sleep future wonder really transfer school mean would mean moving back parent house would mean cant come home drunk cant bring guy back hang gosh fun stuff would end future mean think got would life obviously ultimate goal one even know cant see well hide well ive known people year still know mean theyll make fun vision never put together wonder would position gosh tired eye burning sick joke still like minute know going make money situation horrible seriously spend much money alcohol mean spend much freaking time studying week feel like deserve weekend know spend money raining outside raining last night love rain reminds dad always would outside would watch always sister would always time miss dad live anyways joke family deserve one bit thank god good secure job though otherwise would community college instead right minute yep tired got invited party tonight kinda want invite cause always act like cool reality cool feel like act way order gay perfect guy suck straight wonderful still left world sure found minute honestly long minute think could gotten stream consciousness point across making minute whatever time darn peace,1,0,1,1,1
2061,really really cold room know keep cold dorm room also cold hall forced wear always blanket glad brought two blanket sitting like chair foot falling asleep chair comfortable whole josh one big black desk chair professional people coolest thing ever bad jerk hit knee stupid desk thing wish roommate would come home supposed like two hour ago going tonight good last couple day studying necessary fun need borrow tape tape desk supposed sometime also buy floor floor room cold class campus far away dorm room maybe figure whole bus system take bus although walking good exercise need exercise would think exercise room downstairs would use maybe roommate come back time done work awhile take another shower know worth also dry hair hate hair dryer evil thing whoever decided girl need dry hair order look good evil person never completely natural somebody really truly like like least philosophy hate putting pain waste time stopped put another one going stuck head bad song song would like stuck head always wake morning random song stuck head weird know come last night dream yelling erin someone walked street unsure yelling think would hard get yelling really weird easily one friend turn itch leg itchy hand cold typing cold room bad room like dorm building wish staying would like able hang whenever felt like like people time time people around hang studying guess could knock random people door watch something cant believe dorm thats crazy first thought talking visiting hour visiting hour eleven thirty sunday thursday actually talking building eleven guess know card like big brother something like mean people almost year old church christ going people stay past eleven twelve likely going something bad think problem dorm definitely could live like even like visiting hour hand still cold half point going college freedom wanted take class would stay home live parent wanted freedom also meet new people fun guess shame terrible meeting new people bad meeting help psychology class people bit insane class people short graduating class fit one room class fit one room longest time built new brother class thousand really bad wonder many graduate hand cold thing chair keep around really quiet need talk suitemates seem nice ever talk really shame need clean water drink water water good stuff josh say girl know drink glass coffee day drink one day nervous wall stuff enjoyable mom drink coffee everyday understand people think need psychological really need wake people always say let get coffee need coffee always event really late night think drinking coffee would make thing worse would need sleep would help sleep would keep awake least keep awake guess people sleep even though wonder andy called morning called back twice answer either time weird people weird especially james head make sense took year seemed loved excuse really make much sense would think would good person wonder another period end sentence word would look really funny like well going end way started really really cold,0,1,0,1,1
2062,sudden becomes hard think haha overwhelmed everything weekend much reading catch class going weekend never get caught hate biology lost maybe drop late would kind dumb know going pas first test wonder anyone else lost least ill done pretty soon one le thing think maybe get houston drive way home birthday really feel like driving way back guess choice wow really need get something maybe would like shirt coop phone ringing across room guess since timed smart answer wonder hope important guess ill call number back done really hungry maybe finish ill eat cafeteria hopefully something good jester city limit expensive great either doubt though sandwich sound bad room quiet right wish erin would get back could eat hate annoying sound fan sound hear room hot without doubt ever fix air conditioner really need order concert ticket online late taking back sunday save day panic many wish could get poor guess ill two night panic wish band biology yay erin back would rather listening music figured silence listening music would sing head whole time cant stand dumb commercial long one erin reminded fill application one thing million really need get top thing bad creative application would easier hmmm minute think tired bad much would take nap shower would nice well also need check mail guess ill got eat something finish,1,0,1,0,1
2063,wow mind go blank someone asks thinking really strange guy stopped really friendly kind creepy come talk everybody way ill sit talk anyone maybe close door get distracted see get back well knock tired think sleep tonight loud hall night ill start taking nap day everyone class yeah right rest always class studying spend time studying spend class seems cant wait weekend need ask professor calling need office claim credit change major need ask pennebaker experiment hope stop kinda bored weekend fun seen friend home couple week itll good hang know going act broke tell matt care call uncle david really want good stress hope time good memory think matt would really like really want home gone long enough anyone comp lab earlier help ill tomorrow tomorrow easy cant wait swim lap good workout keep weight want lose weight would nice gain muscle ill keep weight meet tomorrow nice know ill time meet small group thats terrible never pick thing bible study pray study hope start going church texas eleven still new mexico went think wow feel like working waiting twenty minute keep looking clock maybe put sock floor really cold think theyre pretty dirty yuck else sarah seen today roommate always nice need eye doctor trouble focusing glass would pain hope vision get better time take spanish every semester college hope would nice useful also work texas stay texas cold everywhere else love texas anyway austin great finally live home far away homesick yet want bed jester bed suck exhausted get comfortable hope jenny take soon lot fun need spend time kim glad weve friend long even talk long time always eye tired whats absolutely nothing interesting matt maybe ill call friend call later many book start probably spanish first need stop eating much candy bad teeth body look time almost yep theyre new mexico ten left whats point care anybody pay attention anymore ever,1,0,1,1,0
2064,suppose writing twenty minute well good typing practice except class told might problem seat bothering hard get comfortable really low well stupid let stay one place hmm good thing bottom chair desk although know big problem would chair room carpet floor chair sit roommate chair move much must must carpet go stomach hungry want eat till call come order pizza problem hungry want eat maybe something small get home knowing small turn meal well wait guess wonder think cheap monday way order cheap monday pizza guess really big deal going invite soon want computer running cant believe uncle gave nice new awesome might lead problem le studying song online hope come tomorrow mean want waiting every day waiting uncle call say well still book ticket coming tomorrow hmm smell smoke cant right idiot would smoking building well guess much thing mean lot people smoke assume would smoking inside building ohh hand getting tired think suppose typing nonstop twenty minute well thats haha cant believe stupid today going class week exactly mind made class one thank goodness ten minute one gotten right time would felt like idiot walking class late especially class mine good thing went talked professor awesome really think would let sign came way bell rang anyways make two day homework wednesday important thing worry besides homework stupid quiz english tomorrow quiz come seems like yesterday first day class guess summer went pretty fast wow really awesome think ever much fun million time went much time cool always like fact still cool well took open least upset realize till little towards end never left ear know understand care care coming really bad think everyone else thought sure ohh minute half left weird seem like typing twenty minute straight guess bad wonder happens time able anything else well find second got pick business school dunno could either library finish reading would smart thing could home study never work hmm think answered question,0,0,1,0,0
2065,okay really right supposed pretty sure supposed write whatever mind ive never assignment like one seems really back kinda hurt count plus wearing christmas sock white red green like feel weird like maybe assignment right know put person always like clear direction someone tell something way know right well ive missed two calculus class row got worried really people would make school completely hard work thats partly true always find reading take full day finish math assignment weird thing would never read high school thought would major drag surprisingly think bad last night reading economics sleepy nothing reading set alarm clock missed calculus got worried pretty sure ill okay minute second writing still sure still doubt think many thing little world think anything everything asked thinking completely blank people think holding thing keeping maybe thats partly true really blank lot time memory really weird remember detail something remember something important occurred okay noticed started writing sitting straight completely back hurt know said back hurting earlier really perhaps nothing say really hurt back problem last time got showed degree remember one long time ago really reminds need gone year parent sister gone told get health plan even pretty sure procrastinating thought action give really easily thing wish well sure one minute second gone write whatever thinking went blank well started notice back decided sit straight want lap swimming pool used swimming little pretty good remember swim meet birthday happy hated competition hated going swimming class dance especially tennis weird little hate going thing parent make older would stuck also think kinda liked remember first time swimming lesson afraid get pool mom pushed class like minute building hey class matter fact pretty damn convenient right well ive taken care assignment still need read like chapter class another one even know supposed read people told first chapter guess anyways done,1,1,1,0,0
2066,dorm room jester west staring keyboard friend dad bought new dell computer mine old would recognize ethernet technology new listening brother band pretty good know right guess typing thinking wake morning session calculus help gave easiest problem ever class ran late walk biology class started seems math teacher always thing easy get homework find nothing like class noticing keyboard new flavor extra campus store good bought getting hard keep thinking hard think movie super first thing getting computer movie yellow love never buy cd dvd ever hour next class happens psy think going shopping dad wife sent dollar graduation present sister right away message monday suck something told think haha thought funny roommate went outside study room like degree time like roommate one caring people feel bad saying anything mean though seems like well maybe know thought university would match roommate according time schedule interest haha kind funny assuming roommate going person listened kind music one question answer well like cd probably worst ever well maybe one total lack good taste music part always make wonder people really smart like dumb thing like big john fan movie awful everything said sounded forced probably spelled wrong never remember maybe know guess ill look finished almost le one minute left kidding bad got practice typing pretty fast look keyboard,0,0,0,0,0
2067,strange screen glad page timer top really want keep track time much work today glad lot time probably make sure word like time check done almost feel bad whoever read mean there probably going large amount boring writing including mine trying write probably great idea either go weekend good time still looking forward still need get birthday present friend mine well look online see anything going day show get ticket would cool knowing luck probably able still try parent like enough let stay know would back home hopefully game friday else none work still need help jessica homework somehow find time practice tonight band really much fun thought would fact music really boring talk possibly adding taking away part make better guy listen way much rock mean probably good chance making music harder going long writing apologize whoever read hope studying take much time tonight need get bed early amazing wake class noon yet still tired even got like hour sleep know people class tried class summer ended going time went always figured going class would easy part wrong still manage fall asleep class long sort lecture maybe one day bed like see wake naturally chance still get bed noon night better time thing incredibly hot there many people lot interesting thing night say street day granted cant exactly clothes shopping morning get see band play either cant wait next weekend going san antonio see friend play going great time hopefully get friend might like music well playing another band really enjoy well make enjoyable time spend time san antonio lot stuff flag nice money money late really try find part time job cash flow maybe get decent job save enough money somewhere summer would really love something like unfortunately probably end spending money bass food need food live though bass always good still need pretesting well printer either could pain hopefully save page simply print buy printer time almost really feel like took long maybe used writing like page paper like wonder many grammar rule broke course writing well,1,0,1,0,1
2068,wow might interesting hand there crap cooking soup last night every time bite finger taste weird jacob funny guy got nothing nose really itchy itchy simpson like show lot wonder cell phone keep hanging itch thats better man need clean set empty look need take shower class wonder party fun cant believe awake early hungry good ending song stuck head minute long time forgot glass world world party time excellent guitar sound getting nerve hand needed whats itching go remember use player class man need get almost wrong never called back glad got job hope enjoy working man cant wait come going ask work day might birthday know going get hey birthday like week haha like week jerk call love anyway god floor dirty wish cat knock crap hate feeling know there hair cant find keep annoying crap laundry jesus christ song even english stuck head kind like live journal except cooler hey everyone read think get mad think weird think pointless always thought journal private guess wrong got emotional damn song man fun hope make life otherwise might get bored something hate miss friend ive known forever also mostly miss able say remember jeremy fell chair third grade like running people know nice walk class call sometime see school going sweet many drug sweet good body damn eye itch need bad boy haha shake asian shake dude asian guy hot jester wish could stupid physical crap tired think hungry god minute left yay fix computer look ugly without case going wear sexy jean today shirt bad as miss old cartoon miss childhood bet mom lonely wonder got rid ant attack mode like bad horror movie year gone baby asleep love bite need work want body want someone stop look jesus christ hot bad look need send mom grade thing know yeah safe driver going send thing yeah call first might get mad send like popping toe lord come knew get without talking thats deserve lead poor boy say like attention sec,1,0,0,0,1
2069,today think snow skiing cannot wait mountain right feel room annoying moment like desk space uncomfortable find hard work make want anything desk right feel lost life many thing want know time world feel like everything moving fast especially best friend back school feel started summer together yesterday gone back separate way best time hard feel like whole life missing spend day thinking really long see look forward coming year get scared wonder future involves many passion desire thing wonder together way constantly think future really success aspect rather thing want thing make happy awhile would include job guess really think growing much really like said earlier think going skiing winter feel like mountain home like belong itching get back long people ask favorite place definitely mountain like little place god created get away forget everything drag allow stand take earth offer like release love skiing favorite form exercise think considering hot cannot wait get away heat get air knock foot,1,0,1,1,1
2070,raining outside quite cant believe stayed late get army rotc stupid sleep like idiot sleep oclock class man cant believe going time really good shit lately rotc sleep today well probably going pay tomorrow disappointed let leader went last night make easier man got piss hold well got work today sometime make missing morning damn really wish could back time get lazy as bed got game tomorrow arkansas hope kick as going party watch fight think cant wait missed really want leader missed man would pay buck back time really wanted see going score test mean know score good day still wanted want study today know going done reading psy really need yeah going run work ill reading man minute almost complain much lot easier class give,1,0,0,1,0
2071,picture girlfriend sits top desk left computer beautiful many way eye look little odd particular picture however ill tell next time talk cousin brandon getting married october living girlfriend quite asked felt getting married told thing would much different since living girlfriend much different though would taken promised itll awesome wedding lot fun ill dance ill family well lot family impossible family big first cousin etc remember sister got married good time got wear awesome uncle dad took cool picture foot cold put second pair sock though want wash extra pair sock david roommate playing guitar playing good time hope happy ill ask next time lake wonderful cant wait see next month hope flight work ill able like past summer amazing summer loved like honestly soul awesome without put effort everything willing everyday see many people horrible relationship pathetic relationship far past know appreciate take granted love proud know love better even call love david working new song going rock david distracting half need read ill tomorrow still playing guitar asking musical question busy stream consciousness yay homework school great movie front grade good time wonder probably smoking drinking right class president student body president good guy ill see american one day neck itch cold cow reminds steak could eat steak right organized simpson would hilarious awesome feel bad hurting people reason rather society moral hang middle push people passed still bike zone punk thats cool would get beat remember use spend night scott house back grade morning dad would bring sometimes worked night shift sometimes would eat cereal never eat breakfast anymore bowl would could suck milk done first time saw one,0,0,1,1,1
2072,okay sitting dorm room looking window see tree squirrel bird really like dorm walk outside class always see many squirrel come right always nut okay maybe stop talking squirrel really cute trying think ive done today feel like wasting day away woke went friend dorm room got roommate bed went obviously hungry sat like minute came back dorm roommate getting nerve boyfriend broke day ago definitely sweetest person rather annoying whenever boyfriend call freak think jealous jealous like wonderful boyfriend boyfriend travis go get year well broke went college unknown reason total jerk feel like girl talking boy problem hmmm well basically travis came back get back together together almost year well told might able get back together really getting back together get hopefully either found another guy completely gotten love still frustrates college frustrates right always lot work high school used work load thing like laundry sorority crap pointless pledge retreat weekend skipped feel guilty see point spending night house sleeping floor room girl mother pay lot money comfortable bed think sorority girl buy ever well nothing miss friend never thought would miss boyfriend much best friend long time would nice could escape petty college stuff like frat party boy looking one thing drinking seems like everyone obsessed getting wasted like girl dorm girl dorm never alcohol entire life theyve experienced frat party cant get enough get wrong love partying wild night also believe frat party get old different topic bunch homework least getting done enjoying moment relaxing typing whatever want strict follow wish could meet guy interested sex gross look thought running also miss thing travis miss travis austin whatever want heart city stayed home last night saturday night bed guess sort loser almost feel like party every single night like biggest loser ever seen need separate greek hmmm know else need laundry read calculus homework thats another thing worry difficulty calculus class already found mass problem homework well ill get somehow right tonight little story life interesting need like boyfriend one time like friend kim like activity one time like friend really need deal stuff actually problem enough worrying eat dorm style room color laundry much time calculus homework take probably hour wonderful much look forward little time need relax need back massage need mom cooking bathroom getting thing long time plan going home home midnight funny party austin actually start till midnight another thing hope make good grade make mom happy seriously worried grade probably think partying much case think actually dorm much wait going get mad went shopping used credit card lord ill getting call couple week lindsey store credit card bill spend amount money need clothes anyways well min second went pretty fast sure whoever read like girl talking thats okay sure there lot big writing assignment well min closing stream consciousness favorite quote add touch make kind mistake long true also hurt world even seriously made youth,1,1,0,1,0
2073,really know want write start watching football used like football lot really care would much rather watch college music right ready paper done watch football hope class hard want really work really hard class since really major walking class today kinda class signing something easier going study reason like class know anyone everyday come couple minute class start sit talking someone know get old awhile saying thing always class school going staying kind thing get really old minute take long time watching clock ready weekend start football weekend best weekend going blast going trash arkansas fan walking yelling getting old running idea annoying roommate making fun fight keep laughing like roommate looking shoulder much one want fight right walked room suitemate walked yet probably pretty weird sits room play video game day space watched party either feel sorry sometimes cause mostly sits room stuff think know one person really fun know good time maybe normal thing seem like real social person high school minute typing left done happy listening new austin music right paper almost done happy friend told dad drink would fun dad drink real beer paper done,1,0,0,1,0
